"","X","price","overall_satisfaction","reviews","room_type","accommodates","bedrooms","minstay","neighborhood","district","WalkScore","TransitScore","BikeScore","PctBlack"
"1117",1117,59,4,9,"Entire home/apt",2,1,7,"Rogers Park","Far North",86,74,73,0.244843939561046
"1118",1118,75,5,10,"Entire home/apt",5,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1119",1119,50,4.5,4,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1120",1120,100,4.5,14,"Entire home/apt",4,0,NA,"Rogers Park","Far North",86,74,73,0.244843939561046
"1121",1121,75,5,7,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1122",1122,58,5,5,"Entire home/apt",3,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1123",1123,109,4.5,105,"Entire home/apt",7,2,3,"Rogers Park","Far North",86,74,73,0.244843939561046
"1124",1124,124,5,37,"Entire home/apt",6,2,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1125",1125,50,5,20,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1126",1126,55,4.5,48,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1127",1127,45,5,47,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1128",1128,100,4,63,"Entire home/apt",6,2,NA,"Rogers Park","Far North",86,74,73,0.244843939561046
"1129",1129,30,4.5,10,"Shared room",3,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1130",1130,65,4.5,123,"Entire home/apt",5,2,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1131",1131,75,5,64,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1132",1132,45,5,9,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1133",1133,55,5,10,"Entire home/apt",3,2,3,"Rogers Park","Far North",86,74,73,0.244843939561046
"1134",1134,34,5,12,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1135",1135,100,4.5,3,"Shared room",4,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1136",1136,55,4,61,"Private room",4,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1137",1137,41,4.5,22,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1138",1138,33,4.5,38,"Shared room",2,1,5,"Rogers Park","Far North",86,74,73,0.244843939561046
"1139",1139,100,4.5,17,"Entire home/apt",4,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1140",1140,63,5,11,"Private room",1,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1141",1141,120,4.5,26,"Entire home/apt",5,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1142",1142,37,5,195,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1143",1143,120,4.5,3,"Entire home/apt",4,1,7,"Rogers Park","Far North",86,74,73,0.244843939561046
"1144",1144,103,4.5,15,"Entire home/apt",5,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1145",1145,50,3.5,34,"Entire home/apt",4,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1146",1146,200,5,15,"Entire home/apt",6,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1147",1147,50,4.5,17,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1148",1148,75,5,19,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1149",1149,200,5,6,"Entire home/apt",6,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1150",1150,45,4,3,"Shared room",3,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1151",1151,85,4.5,3,"Entire home/apt",4,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1152",1152,40,5,5,"Entire home/apt",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1153",1153,100,4.5,8,"Entire home/apt",3,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1154",1154,85,5,5,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1155",1155,35,2.5,4,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1156",1156,55,5,9,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1157",1157,110,5,20,"Entire home/apt",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1158",1158,48,5,6,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1159",1159,127,4.5,39,"Entire home/apt",5,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1160",1160,75,5,15,"Entire home/apt",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1161",1161,400,5,7,"Entire home/apt",6,2,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1162",1162,120,5,21,"Entire home/apt",4,2,3,"Rogers Park","Far North",86,74,73,0.244843939561046
"1163",1163,149,5,10,"Entire home/apt",5,2,4,"Rogers Park","Far North",86,74,73,0.244843939561046
"1164",1164,85,4.5,13,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1165",1165,30,4.5,7,"Private room",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1166",1166,10,5,4,"Shared room",1,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1167",1167,65,5,50,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1168",1168,60,5,26,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1169",1169,145,5,56,"Entire home/apt",8,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1170",1170,120,4.5,31,"Entire home/apt",6,2,NA,"Rogers Park","Far North",86,74,73,0.244843939561046
"1171",1171,71,5,26,"Private room",2,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1172",1172,159,5,93,"Entire home/apt",4,2,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1173",1173,55,5,12,"Entire home/apt",4,1,2,"Rogers Park","Far North",86,74,73,0.244843939561046
"1174",1174,56,5,5,"Entire home/apt",4,0,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1175",1175,45,4.5,4,"Entire home/apt",2,1,1,"Rogers Park","Far North",86,74,73,0.244843939561046
"1176",1176,20,4,9,"Shared room",3,1,1,"South Chicago","Far Southeast",70,63,61,0.740985940558818
"1177",1177,60,4,8,"Private room",2,1,1,"South Chicago","Far Southeast",70,63,61,0.740985940558818
"1178",1178,20,5,9,"Shared room",6,1,2,"South Chicago","Far Southeast",70,63,61,0.740985940558818
"1179",1179,20,5,5,"Shared room",1,1,2,"South Chicago","Far Southeast",70,63,61,0.740985940558818
"1180",1180,20,4.5,3,"Shared room",1,1,1,"South Chicago","Far Southeast",70,63,61,0.740985940558818
"1181",1181,30,4,3,"Private room",3,1,1,"South Chicago","Far Southeast",70,63,61,0.740985940558818
"1182",1182,20,4.5,13,"Shared room",3,1,1,"South Chicago","Far Southeast",70,63,61,0.740985940558818
"1183",1183,20,4.5,13,"Shared room",2,1,1,"South Chicago","Far Southeast",70,63,61,0.740985940558818
"1184",1184,20,4,14,"Private room",3,1,1,"South Chicago","Far Southeast",70,63,61,0.740985940558818
"1185",1185,45,4.5,4,"Private room",1,1,1,"South Chicago","Far Southeast",70,63,61,0.740985940558818
"1186",1186,65,4.5,5,"Private room",4,1,1,"South Shore","South",75,68,70,0.934656274902334
"1187",1187,55,5,4,"Private room",1,1,2,"South Shore","South",75,68,70,0.934656274902334
"1188",1188,29,4,8,"Private room",2,1,2,"South Shore","South",75,68,70,0.934656274902334
"1189",1189,30,4.5,28,"Private room",2,1,1,"South Shore","South",75,68,70,0.934656274902334
"1190",1190,80,5,21,"Entire home/apt",2,1,1,"South Shore","South",75,68,70,0.934656274902334
"1191",1191,109,4.5,10,"Private room",2,1,1,"South Shore","South",75,68,70,0.934656274902334
"1192",1192,40,4,6,"Private room",2,1,1,"South Shore","South",75,68,70,0.934656274902334
"1193",1193,40,4.5,73,"Entire home/apt",8,2,1,"South Shore","South",75,68,70,0.934656274902334
"1194",1194,100,4.5,22,"Entire home/apt",4,2,2,"South Shore","South",75,68,70,0.934656274902334
"1195",1195,98,5,122,"Entire home/apt",2,2,1,"South Shore","South",75,68,70,0.934656274902334
"1196",1196,150,5,9,"Entire home/apt",5,2,NA,"The Loop","Central",93,99,84,0.123527300998744
"1197",1197,199,5,6,"Entire home/apt",2,1,4,"The Loop","Central",93,99,84,0.123527300998744
"1198",1198,119,4.5,8,"Entire home/apt",2,1,3,"The Loop","Central",93,99,84,0.123527300998744
"1199",1199,499,5,12,"Entire home/apt",5,1,5,"The Loop","Central",93,99,84,0.123527300998744
"1200",1200,329,4.5,8,"Entire home/apt",10,3,1,"The Loop","Central",93,99,84,0.123527300998744
"1201",1201,200,5,8,"Entire home/apt",3,1,NA,"The Loop","Central",93,99,84,0.123527300998744
"1202",1202,160,5,23,"Entire home/apt",4,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1203",1203,185,5,20,"Entire home/apt",3,1,2,"The Loop","Central",93,99,84,0.123527300998744
"1204",1204,124,5,7,"Private room",2,1,NA,"The Loop","Central",93,99,84,0.123527300998744
"1205",1205,95,5,34,"Private room",1,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1206",1206,195,4.5,103,"Entire home/apt",4,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1207",1207,200,5,7,"Entire home/apt",2,1,2,"The Loop","Central",93,99,84,0.123527300998744
"1208",1208,249,4.5,10,"Entire home/apt",8,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1209",1209,166,5,3,"Entire home/apt",4,1,14,"The Loop","Central",93,99,84,0.123527300998744
"1210",1210,195,4.5,6,"Entire home/apt",3,1,2,"The Loop","Central",93,99,84,0.123527300998744
"1211",1211,175,5,154,"Entire home/apt",3,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1212",1212,135,4,4,"Entire home/apt",2,0,1,"The Loop","Central",93,99,84,0.123527300998744
"1213",1213,149,5,5,"Entire home/apt",3,1,NA,"The Loop","Central",93,99,84,0.123527300998744
"1214",1214,275,5,9,"Entire home/apt",2,1,6,"The Loop","Central",93,99,84,0.123527300998744
"1215",1215,65,4.5,107,"Private room",3,1,3,"The Loop","Central",93,99,84,0.123527300998744
"1216",1216,299,4,6,"Entire home/apt",3,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1217",1217,220,4.5,4,"Entire home/apt",6,2,9,"The Loop","Central",93,99,84,0.123527300998744
"1218",1218,76,5,4,"Private room",2,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1219",1219,225,5,4,"Entire home/apt",5,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1220",1220,120,4.5,15,"Private room",3,1,NA,"The Loop","Central",93,99,84,0.123527300998744
"1221",1221,90,5,16,"Entire home/apt",5,0,1,"The Loop","Central",93,99,84,0.123527300998744
"1222",1222,250,5,62,"Entire home/apt",5,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1223",1223,299,4.5,9,"Entire home/apt",10,2,NA,"The Loop","Central",93,99,84,0.123527300998744
"1224",1224,150,5,28,"Entire home/apt",3,0,1,"The Loop","Central",93,99,84,0.123527300998744
"1225",1225,499,5,35,"Entire home/apt",6,3,NA,"The Loop","Central",93,99,84,0.123527300998744
"1226",1226,260,5,4,"Entire home/apt",6,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1227",1227,199,5,9,"Entire home/apt",8,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1228",1228,89,4,4,"Private room",2,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1229",1229,120,3.5,3,"Private room",1,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1230",1230,25,4.5,11,"Private room",2,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1231",1231,91,4.5,18,"Entire home/apt",2,1,7,"The Loop","Central",93,99,84,0.123527300998744
"1232",1232,275,4.5,12,"Entire home/apt",5,2,2,"The Loop","Central",93,99,84,0.123527300998744
"1233",1233,189,4,17,"Entire home/apt",4,0,2,"The Loop","Central",93,99,84,0.123527300998744
"1234",1234,235,3.5,5,"Entire home/apt",5,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1235",1235,225,4.5,3,"Entire home/apt",2,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1236",1236,345,4.5,5,"Entire home/apt",6,2,3,"The Loop","Central",93,99,84,0.123527300998744
"1237",1237,175,4,3,"Entire home/apt",4,1,3,"The Loop","Central",93,99,84,0.123527300998744
"1238",1238,150,4.5,83,"Entire home/apt",3,1,NA,"The Loop","Central",93,99,84,0.123527300998744
"1239",1239,250,4.5,157,"Entire home/apt",5,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1240",1240,249,4.5,6,"Entire home/apt",8,2,NA,"The Loop","Central",93,99,84,0.123527300998744
"1241",1241,76,4,6,"Private room",2,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1242",1242,209,4.5,6,"Entire home/apt",4,1,7,"The Loop","Central",93,99,84,0.123527300998744
"1243",1243,200,4.5,3,"Entire home/apt",4,1,2,"The Loop","Central",93,99,84,0.123527300998744
"1244",1244,299,5,35,"Entire home/apt",4,2,NA,"The Loop","Central",93,99,84,0.123527300998744
"1245",1245,155,4.5,23,"Entire home/apt",4,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1246",1246,195,5,63,"Entire home/apt",5,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1247",1247,215,5,34,"Entire home/apt",3,1,2,"The Loop","Central",93,99,84,0.123527300998744
"1248",1248,388,5,40,"Entire home/apt",5,2,NA,"The Loop","Central",93,99,84,0.123527300998744
"1249",1249,80,5,13,"Private room",2,1,3,"The Loop","Central",93,99,84,0.123527300998744
"1250",1250,149,4.5,7,"Entire home/apt",3,0,NA,"The Loop","Central",93,99,84,0.123527300998744
"1251",1251,155,5,4,"Entire home/apt",6,1,2,"The Loop","Central",93,99,84,0.123527300998744
"1252",1252,120,4.5,4,"Entire home/apt",4,2,3,"The Loop","Central",93,99,84,0.123527300998744
"1253",1253,25,5,5,"Entire home/apt",1,0,1,"The Loop","Central",93,99,84,0.123527300998744
"1254",1254,145,4.5,6,"Entire home/apt",3,1,3,"The Loop","Central",93,99,84,0.123527300998744
"1255",1255,299,5,10,"Entire home/apt",8,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1256",1256,299,5,8,"Entire home/apt",10,2,NA,"The Loop","Central",93,99,84,0.123527300998744
"1257",1257,299,5,6,"Entire home/apt",10,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1258",1258,195,4.5,11,"Entire home/apt",4,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1259",1259,199,5,8,"Entire home/apt",8,2,NA,"The Loop","Central",93,99,84,0.123527300998744
"1260",1260,129,5,15,"Entire home/apt",2,0,3,"The Loop","Central",93,99,84,0.123527300998744
"1261",1261,200,5,33,"Entire home/apt",4,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1262",1262,46,5,261,"Private room",2,1,3,"The Loop","Central",93,99,84,0.123527300998744
"1263",1263,259,4.5,4,"Entire home/apt",5,2,2,"The Loop","Central",93,99,84,0.123527300998744
"1264",1264,149,5,5,"Entire home/apt",4,2,3,"The Loop","Central",93,99,84,0.123527300998744
"1265",1265,145,5,5,"Entire home/apt",4,1,3,"The Loop","Central",93,99,84,0.123527300998744
"1266",1266,199,4.5,11,"Entire home/apt",8,2,NA,"The Loop","Central",93,99,84,0.123527300998744
"1267",1267,125,5,3,"Entire home/apt",3,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1268",1268,68,4.5,99,"Private room",4,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1269",1269,78,5,3,"Private room",2,1,NA,"The Loop","Central",93,99,84,0.123527300998744
"1270",1270,100,5,15,"Entire home/apt",3,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1271",1271,195,4.5,23,"Entire home/apt",5,2,3,"The Loop","Central",93,99,84,0.123527300998744
"1272",1272,275,5,60,"Entire home/apt",5,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1273",1273,108,5,108,"Private room",2,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1274",1274,250,5,15,"Entire home/apt",5,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1275",1275,160,5,3,"Entire home/apt",4,1,5,"The Loop","Central",93,99,84,0.123527300998744
"1276",1276,200,4,8,"Entire home/apt",4,0,3,"The Loop","Central",93,99,84,0.123527300998744
"1277",1277,140,4.5,4,"Private room",2,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1278",1278,99,4.5,25,"Entire home/apt",3,1,3,"The Loop","Central",93,99,84,0.123527300998744
"1279",1279,500,4.5,45,"Entire home/apt",8,2,NA,"The Loop","Central",93,99,84,0.123527300998744
"1280",1280,125,5,7,"Private room",2,1,2,"The Loop","Central",93,99,84,0.123527300998744
"1281",1281,375,5,23,"Entire home/apt",8,3,NA,"The Loop","Central",93,99,84,0.123527300998744
"1282",1282,89,4.5,17,"Entire home/apt",2,0,2,"The Loop","Central",93,99,84,0.123527300998744
"1283",1283,140,5,36,"Entire home/apt",2,0,1,"The Loop","Central",93,99,84,0.123527300998744
"1284",1284,47,4.5,120,"Private room",2,1,4,"The Loop","Central",93,99,84,0.123527300998744
"1285",1285,329,5,10,"Entire home/apt",10,3,1,"The Loop","Central",93,99,84,0.123527300998744
"1286",1286,250,4.5,11,"Entire home/apt",5,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1287",1287,298,5,4,"Entire home/apt",10,2,NA,"The Loop","Central",93,99,84,0.123527300998744
"1288",1288,100,4.5,5,"Private room",4,1,2,"The Loop","Central",93,99,84,0.123527300998744
"1289",1289,199,5,11,"Entire home/apt",6,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1290",1290,50,4,13,"Private room",2,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1291",1291,195,4.5,4,"Entire home/apt",3,1,2,"The Loop","Central",93,99,84,0.123527300998744
"1292",1292,250,5,8,"Entire home/apt",4,1,NA,"The Loop","Central",93,99,84,0.123527300998744
"1293",1293,275,5,47,"Entire home/apt",5,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1294",1294,250,4.5,149,"Entire home/apt",6,2,1,"The Loop","Central",93,99,84,0.123527300998744
"1295",1295,220,4.5,10,"Entire home/apt",4,1,5,"The Loop","Central",93,99,84,0.123527300998744
"1296",1296,175,4.5,99,"Entire home/apt",3,1,1,"The Loop","Central",93,99,84,0.123527300998744
"1297",1297,100,4.5,28,"Entire home/apt",2,2,1,"Uptown","Far North",91,79,82,0.207573861472333
"1298",1298,975,5,50,"Entire home/apt",16,5,2,"Uptown","Far North",91,79,82,0.207573861472333
"1299",1299,199,5,10,"Entire home/apt",2,1,NA,"Uptown","Far North",91,79,82,0.207573861472333
"1300",1300,60,5,4,"Private room",4,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1301",1301,69,5,33,"Private room",3,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1302",1302,85,5,8,"Shared room",4,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1303",1303,27,5,10,"Shared room",1,1,3,"Uptown","Far North",91,79,82,0.207573861472333
"1304",1304,48,5,88,"Private room",1,1,3,"Uptown","Far North",91,79,82,0.207573861472333
"1305",1305,131,5,4,"Entire home/apt",5,3,3,"Uptown","Far North",91,79,82,0.207573861472333
"1306",1306,200,5,12,"Entire home/apt",3,2,3,"Uptown","Far North",91,79,82,0.207573861472333
"1307",1307,99,4.5,21,"Entire home/apt",2,1,7,"Uptown","Far North",91,79,82,0.207573861472333
"1308",1308,160,5,4,"Entire home/apt",7,2,3,"Uptown","Far North",91,79,82,0.207573861472333
"1309",1309,75,5,23,"Private room",3,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1310",1310,105,5,5,"Private room",3,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1311",1311,90,5,6,"Entire home/apt",4,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1312",1312,85,4.5,3,"Entire home/apt",2,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1313",1313,110,5,34,"Entire home/apt",3,1,NA,"Uptown","Far North",91,79,82,0.207573861472333
"1314",1314,95,5,3,"Entire home/apt",2,0,2,"Uptown","Far North",91,79,82,0.207573861472333
"1315",1315,17,5,17,"Shared room",1,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1316",1316,75,5,3,"Private room",2,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1317",1317,80,4.5,7,"Entire home/apt",4,2,3,"Uptown","Far North",91,79,82,0.207573861472333
"1318",1318,95,4.5,17,"Entire home/apt",2,0,2,"Uptown","Far North",91,79,82,0.207573861472333
"1319",1319,111,4.5,21,"Entire home/apt",2,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1320",1320,188,5,26,"Entire home/apt",4,2,NA,"Uptown","Far North",91,79,82,0.207573861472333
"1321",1321,65,5,7,"Private room",2,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1322",1322,50,5,8,"Entire home/apt",2,0,1,"Uptown","Far North",91,79,82,0.207573861472333
"1323",1323,90,4.5,31,"Entire home/apt",3,0,1,"Uptown","Far North",91,79,82,0.207573861472333
"1324",1324,58,5,60,"Private room",2,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1325",1325,55,4.5,12,"Private room",2,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1326",1326,65,5,15,"Private room",2,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1327",1327,81,5,43,"Private room",2,1,3,"Uptown","Far North",91,79,82,0.207573861472333
"1328",1328,26,4.5,4,"Shared room",1,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1329",1329,55,5,3,"Private room",1,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1330",1330,250,5,15,"Entire home/apt",8,3,2,"Uptown","Far North",91,79,82,0.207573861472333
"1331",1331,109,5,3,"Private room",2,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1332",1332,65,4.5,20,"Private room",3,1,NA,"Uptown","Far North",91,79,82,0.207573861472333
"1333",1333,70,5,13,"Private room",2,1,3,"Uptown","Far North",91,79,82,0.207573861472333
"1334",1334,199,5,28,"Entire home/apt",6,2,NA,"Uptown","Far North",91,79,82,0.207573861472333
"1335",1335,190,4.5,20,"Entire home/apt",8,3,3,"Uptown","Far North",91,79,82,0.207573861472333
"1336",1336,220,4.5,38,"Entire home/apt",9,2,2,"Uptown","Far North",91,79,82,0.207573861472333
"1337",1337,70,4.5,27,"Private room",2,1,3,"Uptown","Far North",91,79,82,0.207573861472333
"1338",1338,148,5,23,"Entire home/apt",5,3,NA,"Uptown","Far North",91,79,82,0.207573861472333
"1339",1339,45,5,4,"Entire home/apt",6,4,1,"Uptown","Far North",91,79,82,0.207573861472333
"1340",1340,67,4,12,"Private room",2,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1341",1341,650,4.5,6,"Entire home/apt",9,4,2,"Uptown","Far North",91,79,82,0.207573861472333
"1342",1342,85,5,49,"Private room",2,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1343",1343,72,4.5,33,"Private room",2,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1344",1344,145,5,24,"Entire home/apt",6,2,2,"Uptown","Far North",91,79,82,0.207573861472333
"1345",1345,190,4.5,20,"Entire home/apt",8,3,3,"Uptown","Far North",91,79,82,0.207573861472333
"1346",1346,46,5,19,"Private room",2,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1347",1347,50,5,5,"Private room",2,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1348",1348,95,4.5,3,"Entire home/apt",2,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1349",1349,159,5,7,"Entire home/apt",5,2,2,"Uptown","Far North",91,79,82,0.207573861472333
"1350",1350,399,5,13,"Entire home/apt",6,2,NA,"Uptown","Far North",91,79,82,0.207573861472333
"1351",1351,119,5,29,"Entire home/apt",6,2,2,"Uptown","Far North",91,79,82,0.207573861472333
"1352",1352,55,4.5,35,"Private room",2,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1353",1353,60,4.5,13,"Private room",2,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1354",1354,180,5,126,"Private room",6,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1355",1355,150,5,24,"Entire home/apt",4,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1356",1356,90,5,77,"Private room",2,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1357",1357,150,4.5,17,"Entire home/apt",8,3,3,"Uptown","Far North",91,79,82,0.207573861472333
"1358",1358,68,5,72,"Private room",2,1,NA,"Uptown","Far North",91,79,82,0.207573861472333
"1359",1359,85,5,3,"Entire home/apt",4,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1360",1360,150,5,14,"Entire home/apt",4,2,3,"Uptown","Far North",91,79,82,0.207573861472333
"1361",1361,86,4.5,61,"Entire home/apt",2,0,1,"Uptown","Far North",91,79,82,0.207573861472333
"1362",1362,85,5,5,"Private room",2,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1363",1363,38,5,8,"Private room",1,1,3,"Uptown","Far North",91,79,82,0.207573861472333
"1364",1364,100,5,40,"Private room",2,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1365",1365,75,5,7,"Private room",2,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1366",1366,499,5,11,"Entire home/apt",8,3,NA,"Uptown","Far North",91,79,82,0.207573861472333
"1367",1367,90,5,5,"Entire home/apt",3,1,1,"Uptown","Far North",91,79,82,0.207573861472333
"1368",1368,75,5,39,"Private room",2,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1369",1369,466,5,15,"Entire home/apt",8,3,NA,"Uptown","Far North",91,79,82,0.207573861472333
"1370",1370,74,5,189,"Private room",2,1,3,"Uptown","Far North",91,79,82,0.207573861472333
"1371",1371,55,4.5,6,"Private room",2,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1372",1372,90,5,27,"Entire home/apt",2,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1373",1373,80,5,7,"Private room",2,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1374",1374,130,4.5,12,"Entire home/apt",8,2,3,"Uptown","Far North",91,79,82,0.207573861472333
"1375",1375,100,5,101,"Private room",2,1,2,"Uptown","Far North",91,79,82,0.207573861472333
"1376",1376,80,4.5,38,"Private room",2,1,2,"Washington Park","South",68,73,67,0.959771542090887
"1377",1377,80,5,38,"Private room",2,1,2,"Washington Park","South",68,73,67,0.959771542090887
"1378",1378,35,5,8,"Shared room",1,1,1,"Washington Park","South",68,73,67,0.959771542090887
"1379",1379,49,4.5,39,"Private room",2,1,1,"Washington Park","South",68,73,67,0.959771542090887
"1380",1380,75,5,25,"Private room",2,1,1,"West Elsdon","Southwest",70,62,60,0.0137364066808887
"1381",1381,120,5,10,"Entire home/apt",2,1,1,"West Elsdon","Southwest",70,62,60,0.0137364066808887
"1382",1382,29,5,23,"Private room",2,1,1,"West Elsdon","Southwest",70,62,60,0.0137364066808887
"1383",1383,110,4.5,3,"Entire home/apt",6,3,NA,"West Elsdon","Southwest",70,62,60,0.0137364066808887
"1384",1384,85,5,7,"Entire home/apt",6,3,2,"West Englewood","Southwest",68,63,63,0.931552431894514
"1385",1385,34,5,153,"Private room",2,1,1,"West Lawn","Southwest",70,57,58,0.0325811475159547
"1386",1386,34,5,153,"Private room",2,1,1,"West Lawn","Southwest",70,57,58,0.0325811475159547
